word	syllable	quant	duration	rhymeClass	rhymeIndex	lineEnding	breathEnding	bi.c
feeling	feel-	16	1	NA	NA	0	0	24.785
feeling	ing	16	1	NA	NA	0	0	24.862
like	like	16	1	NA	NA	0	0	25.29
none	none	32	1	NA	NA	0	0	25.586
of	of	32	1	NA	NA	0	0	25.658
my	my	16	1	NA	NA	0	0	25.848
light	light	16	1	5	1	0	0	26.095
never	ne-	16	1	5	2	0	0	26.367
never	ver	16	1	5	3	0	0	26.549
casts	casts	16	2	5	4	1	1	26.86
out	out	32	1	NA	NA	0	0	27.301
of	of	32	1	NA	NA	0	0	27.392
that	that	16	1	NA	NA	0	0	27.573
black	black	16	1	NA	NA	0	0	27.82
cloud	cloud	16	1	NA	NA	0	0	28.114
that's	that's	16	1	NA	NA	0	0	28.378
been	been	16	1	NA	NA	0	0	28.585
watered	wa-	16	1	NA	NA	0	0	28.832
watered	tered	16	1	NA	NA	0	0	29.065
down	down	16	1	NA	NA	0	0	29.286
since	since	16	1	NA	NA	0	0	29.61
my	my	16	1	NA	NA	0	0	29.817
first	first	16	1	5	1	0	0	30.064
chopper	chop-	16	1	5	2	0	0	30.349
chopper	per	16	1	5	3	0	0	30.57
blast	blast	16	2	5	4	1	0	30.855
but	but	16	1	NA	NA	0	0	31.361
fuck	fuck	16	1	NA	NA	0	0	31.582
that	that	16	3	NA	NA	0	1	31.854
i'm	i'm	16	1	NA	NA	0	0	32.528
not	not	16	1	NA	NA	0	0	32.788
worried	wor-	16	1	6	1	0	0	33.131
worried	ried	16	3	6	2	0	1	33.287
even	e-	16	1	NA	NA	0	0	34.15
even	ven	16	1	NA	NA	0	0	34.37
when	when	16	1	NA	NA	0	0	34.608
it's	it's	16	1	NA	NA	0	0	34.785
scary	sca-	16	1	6	1	0	0	35.113
scary	ry	16	3	6	2	1	1	35.339
skirt	skirt	16	1	7	1	0	0	36.134
off	off	16	1	7	2	0	0	36.329
makin'	ma-	32	1	NA	NA	0	0	36.614
makin'	kin'	32	1	NA	NA	0	0	36.736
them	them	16	1	NA	NA	0	0	36.842
hurt	hurt	16	1	7	1	0	0	37.063
off	off	16	1	7	2	0	0	37.273
should	should	16	1	NA	NA	0	0	37.631
have	have	16	1	NA	NA	0	0	37.808
hurt	hurt	16	1	7	1	0	0	38.106
them	them	16	1	7	2	0	0	38.391
in	in	16	1	NA	NA	0	0	38.591
a	a	16	1	NA	NA	0	0	38.809
hurry	hur-	16	1	6	1	0	0	39.019
hurry	ry	16	3	6	2	1	1	39.291
dirt	dirt	16	1	7	1	0	0	40.091
off	off	16	1	7	2	0	0	40.305
all	all	32	1	NA	NA	0	0	40.544
of	of	32	1	NA	NA	0	0	40.672
my	my	16	1	NA	NA	0	0	40.856
fingers	fin-	16	1	NA	NA	0	0	41.102
fingers	gers	16	1	NA	NA	0	0	41.349
dirt	dirt	16	1	7	1	0	0	41.595
on	on	16	1	7	2	0	0	41.787
all	all	32	1	NA	NA	0	0	41.993
of	of	32	1	NA	NA	0	0	42.135
em	em	16	1	NA	NA	0	0	42.27
gon	gon	16	1	NA	NA	0	0	42.529
is	is	16	1	NA	NA	0	0	42.786
hurricane	hur-	16	1	6	1	0	0	43.116
hurricane	ri-	16	1	6	2	0	0	43.31
hurricane	cane	16	2	NA	NA	1	1	43.568
shirt	shirt	16	1	7	1	0	0	44.099
off	off	16	1	7	2	0	0	44.306
when	when	16	1	NA	NA	0	0	44.657
procedure	pro-	16	1	NA	NA	0	0	44.877
procedure	ce-	16	1	NA	NA	0	0	45.123
procedure	dure	16	1	NA	NA	0	0	45.391
resuscitation	re-	16	1	NA	NA	0	0	45.642
resuscitation	sus-	16	1	NA	NA	0	0	45.855
resuscitation	ci-	16	1	NA	NA	0	0	46.135
resuscitation	ta-	16	1	NA	NA	0	0	46.343
resuscitation	tion	16	1	NA	NA	0	0	46.59
came	came	16	1	NA	NA	0	0	46.87
early	ea-	16	1	6	1	0	0	47.134
early	rly	16	1	6	2	1	0	47.457
i	i	16	1	NA	NA	0	0	47.655
need	need	16	1	NA	NA	0	0	47.936
you	you	16	1	NA	NA	0	0	48.258
to	to	16	1	NA	NA	0	0	48.392
keep	keep	16	2	NA	NA	0	0	48.704
quiet	qui-	16	1	NA	NA	0	0	49.261
quiet	et	16	1	NA	NA	0	0	49.478
as	as	16	1	NA	NA	0	0	49.702
a	a	16	1	NA	NA	0	0	49.937
mouse	mouse	16	5	7	1	1	1	50.221
which	which	32	1	NA	NA	0	0	51.324
is	is	32	1	NA	NA	0	0	51.475
ironic	i-	16	1	NA	NA	0	0	51.67
ironic	ron-	16	1	NA	NA	0	0	51.953
ironic	ic	16	1	NA	NA	0	0	52.167
cause	cause	16	1	NA	NA	0	0	52.387
rats	rats	16	1	NA	NA	0	0	52.699
is	is	16	1	NA	NA	0	0	52.984
what	what	16	1	NA	NA	0	0	53.253
i'm	i'm	16	1	NA	NA	0	0	53.399
talking	talk-	16	1	NA	NA	0	0	53.672
talking	ing	32	1	NA	NA	0	0	53.879
about	a-	32	1	NA	NA	0	0	54.048
about	bout	16	4	7	1	1	1	54.139
i'm	i'm	16	1	NA	NA	0	0	55.137
hearin	hear-	16	1	NA	NA	0	0	55.332
hearin	in	16	1	NA	NA	0	0	55.496
the	the	16	1	NA	NA	0	0	55.693
sonics	so-	24	1	NA	NA	0	0	55.942
sonics	nics	24	1	NA	NA	0	0	56.175
of	of	24	1	NA	NA	0	0	56.434
gun	gun	16	2	NA	NA	0	0	56.564
fire	fi-	16	1	NA	NA	0	0	57.135
fire	re	16	1	NA	NA	0	0	57.379
the	the	16	1	NA	NA	0	0	57.667
whispers	whis-	16	1	NA	NA	0	0	57.899
whispers	pers	16	1	NA	NA	0	0	58.211
the	the	16	1	NA	NA	0	0	58.419
silent	sil-	16	1	NA	NA	0	0	58.653
silent	ent	16	1	NA	NA	0	0	58.886
cries	cries	16	2	8	1	1	0	59.21
even	e-	16	1	NA	NA	0	0	59.727
even	ven	16	1	NA	NA	0	0	59.976
though	though	16	1	NA	NA	0	0	60.209
we	we	16	1	NA	NA	0	0	60.43
know	know	16	1	NA	NA	0	0	60.702
it's	it's	16	1	NA	NA	0	0	60.87
eye	eye	16	2	8	1	0	0	61.146
for	for	16	1	NA	NA	0	0	61.64
an	an	16	1	NA	NA	0	0	61.826
eye	eye	16	1	8	1	1	1	62.145
